"Internal SKU","Primary EAN",Name,"Reference Numbers",Group,WMS,Warehouse,"Lot name",Quantity,Booked,Available,Required,"Expiration Date"
SM003,8023868007952,"Kb Dichondra repens g 250",SM003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,16,0,16,0,2026-05-30
SM003,8023868007952,"Kb Dichondra repens g 250",SM003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,30,0,30,0,2027-12-31
GT046,3353090100011,"MAXTOP tg 09",GT046,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
6391,3121970164404,"Kb BioPolysect SL ml 100",6391,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,16,0,16,0,2035-01-31
6366,3121970169201,"Naturen Sangue Secco Kg 1",6366,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,F18317,55,0,55,0,2035-01-31
6343,3121970168525,"Naturen Estratto d Ortica Lt 1",6343,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,64,0,64,0,2035-01-31
6951,3121970142945,"Nexa Trappola Scarafaggi 1 x  5 pz",6951,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,009356,28,0,28,0,2022-02-03
E0081,8006933025815,"POMODORO CILIEGINO",E0081,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,17,0,17,0,2029-03-15
SP005,8023868006344,"Nexa Insetti Striscianti (senza insetticida) ml 500",SP005,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,19318,79,0,79,0,2035-01-31
6354,3121970169164,"Naturen Bastoncini Nutritivi 20 pz",6354,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,45,0,45,0,2035-01-31
SP001,8023868005712,"Naturen Barriera per Lumache Kg 2",SP001,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,43,0,43,0,2035-01-31
6018,3121970191547,"Naturen Aceto Diserbante Multiuso Lt 5",6018,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,20,0,20,0,2034-03-31
PM012,8023868007396,"Nexa Zanzare ml 250",PM012,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,32,0,32,0,2026-01-31
IT6163,3121970149272,"Prem. Substrato KB Acidofile 20L",IT6163,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,18,0,18,0,2035-05-30
SEOSCIT,3121970182842,"Osmocote Agrumi 750 gr",SEOSCIT,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,26,0,26,0,2035-01-31
6029,3121970196481,"Nexa Formiche Granuli Solubili g 800 - NUOVO",6029,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,22,0,22,0,2026-03-31
82065,8002840820659,"Respira Candela Mela & Cannella",82065,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,LOTTO1,14,0,14,0,2035-01-31
6386,3121970169263,"Naturen Trappole Adesive Gialle pz 7",6386,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,LOTTO1,3,0,3,0,2035-01-31
IT6165BIS,3121970149296,"Prem. Substrato Tapp.Erb. 45L",IT6165BIS,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,11,0,11,0,2035-05-30
SEOSROS,3121970182866,"Osmocote Piante Fiorite g 750",SEOSROS,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,38,0,38,0,2035-05-30
16765,8034052716765,"PORTAZAMPIRONE IN METALLO H.17X16X15CM ASSORTITO",16765,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,15,0,15,0,2035-01-31
GT063,3353090089811,"PROTECTMAX tg 10",GT063,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,12,0,12,0,2035-01-31
BC003,8023868008737,"Nexa Giardino RTU 750 ml",BC003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,16,0,16,0,2025-07-20
E0089,8006933025891,"PREZZEMOLO COMUNE",E0089,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,14,0,14,0,2027-12-31
IT6005,3121970147483,"Prem. Substrato KB Rinvaso 45L",IT6005,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,14,0,14,0,2035-01-31
NSACPR02,3121970178609,"Naturen Kit Ripristino per Processionaria del Pino",NSACPR02,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,23,0,23,0,2035-01-31
BC001,8023868005668,"Nexa Zanzare RTU 750 ml",BC001,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,29,0,29,0,2035-01-31
6547,3121970173451,"Naturen Concime Aromatiche Lt 1",6547,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,36,0,36,0,2030-12-31
6870,3121970169447,"Naturen Corno Torrefatto Kg 1",6870,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,70,0,70,0,2030-12-31
PM004,8023868005958,"Nexa  DEADYNA ml 100",PM004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,13,0,13,0,2027-12-31
PM014,8023868007419,"Nexa Zanzare ml 1000",PM014,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,7,0,7,0,2035-01-31
E0413,8006933056390,"PAPAVERO PAEONIFLORUM DOPPIO IN MISCUGLIO",E0413,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,15,0,15,0,2035-01-31
E0464,8006933073656,"PEPERONCINO ORNAMENTALE",E0464,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,18,0,18,0,2026-12-31
E0076,8006933025761,"PEPERONCINO PICCANTE DI CAYENNA",E0076,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,9,0,9,0,2029-02-13
E0246,8006933027932,"PETUNIA IBRIDA PENDULA IN MISCUGLIO",E0246,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,15,0,15,0,2030-02-16
E0220,8006933027673,"PIANTE CACTACEE",E0220,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,19,0,19,0,2030-02-16
E0156,8006933027024,PORTULACA,E0156,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,4,0,4,0,2036-02-16
E0261,8006933028083,"PRATO GIAPPONESE ALTO IN MISCUGLIO",E0261,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,17,0,17,0,2029-03-15
E0196,8006933027437,"PRATO GIAPPONESE NANO IN MISCUGLIO",E0196,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
GT048,3353090015414,"NERINE tg 06",GT048,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,20,0,20,0,2035-01-31
GT049,3353090015421,"NERINE tg 07",GT049,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,19,0,19,0,2035-01-31
GT055,3353090089514,"ONE4ALL tg 08",GT055,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,14,0,14,0,2035-01-31
6981,3121970154771,"Nexa Insetti Striscianti e Volanti 750 ml",6981,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L23,36,0,36,0,2034-04-30
6365,3121970169188,"Naturen Attivatore di Compostaggio Kg 1,5",6365,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,44,0,44,0,2035-01-31
B80430,8006933071140,"MINISERRA + 24 PASTIGLIE IN COCCO CON RETE ? 3,5 CM",B80430,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
SEOSTAB,3121970182903,"Osmocote Tabs g 110 (25 tabs)",SEOSTAB,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,41,0,41,0,2035-01-31
PM015,8023868007426,"Nexa Insetti Molesti ml 250",PM015,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,51,0,51,0,2035-01-31
IT7072,8023868004074,"Prem. Substrato KB Orchidee 10L",IT7072,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,8,0,8,0,2035-01-31
SEOSHOR,3121970182828,"Osmocote Ortensie, Rododendri, Azalee, Camelie 750 gr",SEOSHOR,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,27,0,27,0,2035-01-31
IT6150,3121970133554,"Prem. Substrato KB Piante Grasse 5L",IT6150,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,9,0,9,0,2035-01-31
CAR05,3121970149364,"Naturen Granulare Organico Pellettato 5 Kg (Cartone)",CAR05,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,18,0,18,0,2023-01-31
CAR05,3121970149364,"Naturen Granulare Organico Pellettato 5 Kg (Cartone)",CAR05,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto2,13,0,13,0,2035-01-31
CM003,8023868006207,"Naturen Lupini Macinati g 750",CM003,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,FAD22,52,0,52,0,2035-01-31
IT6158,3121970149227,"Prem. Substrato KB Univ. 20L",IT6158,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,25,0,25,0,2035-05-30
IT7070,8023868004050,"Prem. Substrato KB Agrumi 45L",IT7070,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,7,0,7,0,2035-05-30
IT6162,3121970149265,"Prem. Substrato KB Piante Fiorite 45L",IT6162,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,3,7,0,2035-05-30
IT6164,3121970149289,"Prem. Substrato KB Acidofile 45L",IT6164,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,30,0,30,0,2035-05-30
CM004,8023868006221,"Naturen Lupini Macinati Kg 2",CM004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,FA23/24,19,0,19,0,2035-01-31
6304,3121970178234,"Nexa Zanzare e Insetti Volanti (senza insetticida) ml 500",6304,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L01,29,0,29,0,2035-01-31
SENORTIPAL,3121970179453,"Naturen Estratto d Ortica RTU ml 750",SENORTIPAL,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,156/21,28,0,28,0,2035-01-31
82024,8002840820246,"RESPIRA CLASS FLORAL",82024,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,60,0,60,0,2035-01-31
82078,"8 002840 820789","Respira Candela Giara Mandarino & Zenzero",82078,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
SP004,8023868006320,"Nexa Cimici dei Letti (senza insetticida) ml 500",SP004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,19319,89,0,89,0,2035-01-31
GT059,3353090078518,"PROSPER tg 3/6 - Linea Bambini",GT059,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
6865,3121970169348,"Naturen Concime per Frutti g 750",6865,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,F18012,40,0,40,0,2035-01-31
GT056,3353090089521,"ONE4ALL tg 09",GT056,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,5,0,5,0,2035-01-31
NPROCES2,3121970178463,"Naturen Trappola per Processionaria del Pino",NPROCES2,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,20,0,20,0,2035-05-30
BC004,8023868012284,"Nexa Ultra-insetticida ml 250",BC004,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,C20E24,115,0,115,0,2035-01-31
6390,3121970164381,"Naturen BioPolysect AL ml 800",6390,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L23,28,0,28,0,2033-05-30
GT050,3353090015438,"NERINE tg 08",GT050,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
82077,"8 002840 820772","Respira Candela Giara Frutti di Bosco",82077,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
82079,"8 002840 820796","Respira Candela Giara Mela & Cannella",82079,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
PM018,8023868007686,"Nexa Esca Scarafaggi (6 pz)",PM018,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,6,0,6,0,2035-05-30
6017,3121970191202,"Naturen Aceto Diserbante Multiuso Lt 1",6017,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L25,16,0,16,0,2033-02-27
PM019,8023868008805,"Nexa Insetticida ml 250",PM019,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lozzo1,24,0,24,0,2035-05-30
6060,3121970196542,"Nexa Formiche Gel g 10 - NUOVO",6060,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,21,0,21,0,2035-01-31
82067,"8 002840 820673","Respira Candela Fiori di Cotone",82067,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
6866,3121970169461,"Naturen Concime Rose e Arbusti g 750",6866,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,F19086,95,0,95,0,2029-03-27
TE005,8023868006405,"Prem. Substrato KB Agrumi 20L",TE005,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,14,0,14,0,2035-05-30
IT6161,3121970149258,"Prem. Substrato KB Piante Fiorite 20L",IT6161,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,17,0,17,0,2035-05-30
IT6159,3121970149234,"Prem. Substrato KB Univ. 45L",IT6159,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,looto1,23,0,23,0,2035-05-30
6868,3121970169362,"Naturen Concime Agrumi e Piante Mediterranee g 750",6868,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,49,0,49,0,2035-01-31
6867,3121970169485,"Naturen Concime Ortensie e Acidofile g 750",6867,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,73,0,73,0,2035-01-31
82066,8002840820666,"Respira Candela Frutti di Bosco",82066,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,14,0,14,0,2028-02-01
GT060,3353090089781,"PROTECTMAX tg 07",GT060,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,14,0,14,0,2028-02-01
IT6200,8023868004678,"Prem. Substrato KB Ortaggi 45L",IT6200,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,47,0,47,0,2028-02-13
GT061,3353090089798,"PROTECTMAX tg 08",GT061,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,12,0,12,0,2028-02-13
82020,8002840820208,"RESPIRA CLASS PARFUME DE LAVANDE",82020,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,64,0,64,0,2028-02-13
82060,8002840820604,"Respira Candela Profumata Vaniglia",82060,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,16,0,16,0,2028-02-01
GT062,3353090089804,"PROTECTMAX tg 09",GT062,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,9,0,9,0,2028-02-13
82022,8002840820222,"RESPIRA CLASS AQUA",82022,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,62,0,62,0,2028-02-13
PM013,8023868007402,"Nexa Zanzare ml 500",PM013,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,,0,0,0,0,
PM020,8023868008812,"Nexa Insetticida ml 1000",PM020,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,15,0,15,0,2035-01-31
6052,3121970197532,"Nexa Formiche Granuli Solubili g 250 - NUOVO",6052,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,60,0,60,0,2035-01-31
6305,3121970178258,"Nexa Larve di Zanzara - capsule solubili (30 caps)",6305,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,lotto1,59,0,59,0,2021-02-28
IT6162,3121970149265,"Prem. Substrato KB Piante Fiorite 45L",IT6162,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,lotto1,3,0,3,0,2035-05-30
IT7070,8023868004050,"Prem. Substrato KB Agrumi 45L",IT7070,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,lotto1,2,0,2,0,2035-05-30
6110,3121970196757,"Nexa Formiche Esca  2 x 10 gr - NUOVO",6110,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,1372478B,113,0,113,0,2026-05-31
SEOSUNI,3121970182804,"Osmocote Universale 750 gr",SEOSUNI,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,03522,53,0,53,0,2035-01-31
B11103,8006933069321,"MINISERRA + 10 PASTIGLIE IN COCCO CON RETE ? 3,6 CM",B11103,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,19,0,19,0,2035-01-31
X422002,8006933077982,"PIRETRO RTU ml 750",X422002,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,BG-350405,35,0,35,0,2033-12-14
GT128,3353090111390,"PLANT tg 9",GT128,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,54,26,0,26,0,2030-12-31
6864,3121970169324,"Naturen Concime Ortaggi & Aromatiche g 750",6864,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,43,0,43,0,2035-01-31
6869,3121970169409,"Naturen Sapone Molle a base di Olio di Oliva ml 750",6869,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,58,0,58,0,2035-01-31
BC002,8023868005644,"Nexa Scarafaggi siringa gr 5",BC002,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,54,0,54,0,2035-01-31
28234,8034052328234,"RICARICA PER DIFFUSORE DI ESSENZA FRUTTI DI BOSCO ml 500",28234,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,6,0,6,0,2035-01-31
64705,8008090604209,"SPIRA GREEN BIUSO BASE",64705,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,6,0,6,0,2035-03-15
81522,8008090607323,"SPIRA GREEN BODY NATURAL CARE Cerottini Citronella",81522,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,0000093,96,0,96,0,2028-02-13
10254,8008090044012,"SPIRA PIASTRINE sf.",10254,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,90,0,90,0,2029-02-13
10132,8008090021013,"SPIRA ELETTROEMANATORE+10 PSTR sf. (termato a 4)",10132,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,108,0,108,0,2030-01-31
GT077,3353090099803,"SOULDIER H tg 08",GT077,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,9,0,9,0,2028-02-10
00365,8034052800365,"SET 3 VASI IN CEMENTO DIAM.19X17.5CM / DIAM.15.5X15CM / DIAM.12X12CM",00365,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,1,0,1,0,2035-01-31
96872,8056001096872,"RICARICA x DIFFUSORE DI ESSENZA VANIGLIA e RUM ml 500",96872,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,7,0,7,0,2035-01-31
28203,8034052328203,"RICARICA PER DIFFUSORE DI ESSENZA EUCALIPTO ml 500",28203,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,4,0,4,0,2035-01-31
28128,8034052328128,"RICARICA x DIFFUSORE DI ESSENZA OLIO di ARGAN ml 500",28128,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,6,0,6,0,2035-01-31
25633,8034052525633,"VASO DA APPENDERE ""BAZAR"" H.80XDIAM.23 CM ASSORTITO",25633,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotton27911025,18,0,18,0,2035-02-20
GT067,3353090089651,"ROOTS tg 10",GT067,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,20250213,10,0,10,0,2028-02-01
54038,8008090602908,"SPIRA ANTI TARME ALIMENTARE",54038,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,L1,163,0,163,0,2028-02-13
25632,8034052225632,"Sassi grandi per decorazione colore bianco gr 1000",25632,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,48,0,48,0,2035-01-31
34884,8034052334884,"TAGLIERE IN LEGNO NATURALE 28X28XH.2,5CM",34884,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,11,0,11,0,2035-01-31
GT078,3353090099810,"SOULDIER H tg 09",GT078,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
10588,8008090071100,"SPIRA ROTOLINI ANTIMOSCHE sf.",10588,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,76,0,76,0,2025-11-18
28982,8034052328982,"RICARICA PER DIFFUSORE DI ESSENZA ROSSO PASSIONE ml 500",28982,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,26,0,26,0,2035-01-31
86247,8008090607637,"SPIRA ROTOLONE PRENDI MOSCHE",86247,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,018/21,42,0,42,0,2035-01-31
82040,8002840820406,"RESPIRA FLEURS LAVANDA IN FIORE",82040,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,12512,53,0,53,0,2035-01-31
GT080,3353090620076,"SNITRILE tg 07",GT080,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,15,0,15,0,2035-01-31
GT093,3353090099957,"ROSERAIE tg 07",GT093,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto,10,0,10,0,2035-01-31
GT074,3353090099773,"SOULDIER F tg 06",GT074,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Iotto1,30,0,30,0,2035-01-31
GT075,3353090099827,"SOULDIER F tg 07",GT075,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,10,0,10,0,2035-01-31
GT097,3353090100400,"SOLIDO tg 08",GT097,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,LOTTO1,9,0,9,0,2035-01-31
GT097,3353090100400,"SOLIDO tg 08",GT097,,VITHALGARDENSCRAPING,VITHALGARDENSCRAPING,LOTTO1,1,0,1,0,2035-01-31
IT6152,3121970133523,"Terriccio Argilla ES 10L",IT6152,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,7,0,7,0,2035-01-31
09152,8056001109152,"SET 3 VASI FIORI IN CERAMICA DIAM.16,5XH.16,5CM,  DIAM.13,5XH.13,5CM,DIA",09152,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotton25231013,6,0,6,0,2035-02-20
28999,803405232898202,"RICARICA PER DIFFUSORE DI ESSENZA ROSSO DIVINO ml 500",28999,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,11,0,11,0,2035-01-31
24356,8034052424356,"RICARICA PER DIFFUSORE DI ESSENZA BOUGANVILLE E TALCO ml 500",24356,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,4,0,4,0,2035-01-31
GT089,3353090073346,"RONCIER tg 08",GT089,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,10,0,10,0,2035-01-31
GT090,3353090073353,"RONCIER tg 09",GT090,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,5,0,5,0,2039-02-13
GT092,3353090073377,"RONCIER tg 11",GT092,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,10,0,10,0,2040-12-31
76159,8008090606951,"SPIRA BABY HELLO KITTY LOZ. REPELLENTE NATURALE 100 ML",76159,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,9095,86,0,86,0,2028-02-13
76157,8008090606937,"SPIRA BABY HELLO KITTY PENNA GEL DOPOPUNTURA NAT. ml 20",76157,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,19015,44,0,44,0,2028-02-13
86229,8008090607644,"SPIRA BIUSO",86229,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,76,0,76,0,2027-12-31
81612,8008090607354,"SPIRA BODY NATURAL CARE BRACCIALETTO con 2 ricambi",81612,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,81,0,81,0,2028-02-13
69642,8008090605053,"SPIRA BODY NATURAL CARE GEL DOPOPUNTURA",69642,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,84,0,84,0,2028-03-12
47933,8008090602083,"SPIRA DOPO PUNTURA 20ml ROLL-ON",47933,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,18007,96,0,96,0,2028-02-13
64708,8008090605718,"SPIRA GREEN BASTONCINI CITRONELLA 4 pz",64708,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,13,0,13,0,2028-02-13
75985,8008090606890,"SPIRA GREEN COCCIO + 10 SPIRALI",75985,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,1,61,0,61,0,2030-01-31
76043,8008090606913,"SPIRA GREEN ELETTROEMANATORE + 10 PIASTRINE",76043,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,56,0,56,0,2029-02-13
64707,8008090604223,"SPIRA GREEN PIASTRINE",64707,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,44,0,44,0,2028-02-13
65311,8008090604230,"SPIRA GREEN SPIRALI",65311,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,l65311,33,0,33,0,2028-02-13
44859,8008090044005,"SPIRA PIASTRINE 2 PROFUMAZIONI TRMx6",44859,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,03,112,0,112,0,2030-01-31
44859,8008090044005,"SPIRA PIASTRINE 2 PROFUMAZIONI TRMx6",44859,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lotto1,1,0,1,0,2035-01-31
75942,8008090606869,"SPIRA PIASTRINE ANTIZANZARE 10 pz",75942,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,102,0,102,0,2029-02-13
54036,8008090602915,"SPIRA RICARICA LIQ x2. Sf.",54036,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,97,0,97,0,2028-02-13
10663,8008090079151,"SPIRA RICARICA LIQ. Sf. (termato a 3 pezzi)",10663,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,40,0,40,0,2030-01-31
26304,8008090063013,"SPIRA SPIRALETTE X24 sf.",26304,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,45,95,0,95,0,2027-12-31
E0197,8006933027444,"TAGETE ALTO DOPPIO GIALLO",E0197,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,lot1,19,0,19,0,2029-02-16
E0247,8006933027949,"TAGETE NANO DOPPIO ARANCIO",E0247,,VITHALGARDENAVAILABLE,VITHALGARDENAVAILABLE,Lotto1,19,0,19,0,2035-01-31
